NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;DATA_SITUACAO_SALA;DATA_INICIO_FUNCIONAMENTO_SALA;ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;REGISTRO_COMPLEXO;SITUACAO_COMPLEXO;DATA_SITUACAO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_COMPLEXO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CEP_COMPLEXO;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;NOME_EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;NOME_GRUPO_EXIBIDOR
CINEMARK RIOMAR RECIFE 7;5004227.0;00.779.721/0059-68;EM FUNCIONAMENTO;2021-06-24;2012-12-21;185.0;4.0;1.0;1.0;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;2021-06-24;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251.0;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK RIOMAR RECIFE 8;5004228.0;00.779.721/0059-68;EM FUNCIONAMENTO;2021-06-24;2014-03-29;231.0;5.0;3.0;3.0;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;2021-06-24;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251.0;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK RIOMAR RECIFE 9;5004229.0;00.779.721/0059-68;EM FUNCIONAMENTO;2021-06-24;2012-12-21;231.0;5.0;3.0;3.0;SIM;NÃO;SIM;2107 CINEMARK RIOMAR RECIFE;24763;EM FUNCIONAMENTO;2021-06-24;www.cinemark,com.br;AVENIDA REPUBLICA DO LIBANO;251.0;L4, Lj. 4001;PINA;RECIFE;51110-160;PE;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 1;5004248.0;00.779.721/0057-04;EM FUNCIONAMENTO;2021-05-24;2013-02-08;232.0;5.0;3.0;3.0;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;EM FUNCIONAMENTO;2021-05-24;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500.0;0;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 2;5004249.0;00.779.721/0057-04;EM FUNCIONAMENTO;2021-05-24;2013-02-08;352.0;6.0;4.0;4.0;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;EM FUNCIONAMENTO;2021-05-24;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500.0;0;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 3;5004250.0;00.779.721/0057-04;EM FUNCIONAMENTO;2021-05-24;2013-02-08;178.0;4.0;1.0;1.0;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;EM FUNCIONAMENTO;2021-05-24;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500.0;0;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 4;5004251.0;00.779.721/0057-04;EM FUNCIONAMENTO;2021-05-24;2013-02-08;178.0;4.0;1.0;1.0;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;EM FUNCIONAMENTO;2021-05-24;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500.0;0;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 5;5004252.0;00.779.721/0057-04;EM FUNCIONAMENTO;2021-05-24;2013-02-08;288.0;6.0;3.0;3.0;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;EM FUNCIONAMENTO;2021-05-24;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500.0;0;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 6;5004253.0;00.779.721/0057-04;EM FUNCIONAMENTO;2021-05-24;2013-02-08;288.0;6.0;3.0;3.0;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;EM FUNCIONAMENTO;2021-05-24;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500.0;0;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
GOIABEIRAS 7;5004254.0;00.779.721/0057-04;EM FUNCIONAMENTO;2021-05-24;2013-02-08;282.0;5.0;3.0;3.0;SIM;NÃO;SIM;2108 CINEMARK GOIABEIRAS .;24765;EM FUNCIONAMENTO;2021-05-24;WWW.CINEMARK.COM.BR;AV. JOSE MONTEIRO DE FIGUEIREDO ;500.0;0;DUQUE DE CAXIAS ;CUIABÁ;78043-900;MT;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA GOLDEN SQUARE 01;5004496.0;00.779.721/0061-82;EM FUNCIONAMENTO;2021-04-24;2013-12-18;364.0;6.0;0.0;0.0;NÃO;NÃO;NÃO;2109 - CINEMARK GOLDEN SQUARE;26041;EM FUNCIONAMENTO;2021-04-24;0;AV KENNEDY;700.0;SHOPPING GOLDEN;VILA MARLENE;SÃO BERNARDO DO CAMPO;09726-901;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA GOLDEN SQUARE 02;5004497.0;00.779.721/0061-82;EM FUNCIONAMENTO;2021-04-24;2013-12-18;168.0;4.0;0.0;0.0;SIM;NÃO;SIM;2109 - CINEMARK GOLDEN SQUARE;26041;EM FUNCIONAMENTO;2021-04-24;0;AV KENNEDY;700.0;SHOPPING GOLDEN;VILA MARLENE;SÃO BERNARDO DO CAMPO;09726-901;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA GOLDEN SQUARE 03;5004498.0;00.779.721/0061-82;EM FUNCIONAMENTO;2021-04-24;2013-12-18;168.0;4.0;0.0;0.0;SIM;NÃO;SIM;2109 - CINEMARK GOLDEN SQUARE;26041;EM FUNCIONAMENTO;2021-04-24;0;AV KENNEDY;700.0;SHOPPING GOLDEN;VILA MARLENE;SÃO BERNARDO DO CAMPO;09726-901;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA GOLDEN SQUARE 04;5004499.0;00.779.721/0061-82;EM FUNCIONAMENTO;2021-04-24;2013-12-18;168.0;4.0;0.0;0.0;SIM;NÃO;SIM;2109 - CINEMARK GOLDEN SQUARE;26041;EM FUNCIONAMENTO;2021-04-24;0;AV KENNEDY;700.0;SHOPPING GOLDEN;VILA MARLENE;SÃO BERNARDO DO CAMPO;09726-901;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA GOLDEN SQUARE 05;5004500.0;00.779.721/0061-82;EM FUNCIONAMENTO;2021-04-24;2013-12-18;250.0;4.0;0.0;0.0;SIM;NÃO;SIM;2109 - CINEMARK GOLDEN SQUARE;26041;EM FUNCIONAMENTO;2021-04-24;0;AV KENNEDY;700.0;SHOPPING GOLDEN;VILA MARLENE;SÃO BERNARDO DO CAMPO;09726-901;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 01;5005231.0;00.779.721/0063-44;EM FUNCIONAMENTO;2021-04-24;2015-04-17;283.0;6.0;3.0;6.0;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;2021-04-24;0;AV. RAIMUNDO PEREIRA MAGALHÃES;1465.0;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 02;5005232.0;00.779.721/0063-44;EM FUNCIONAMENTO;2021-04-24;2015-04-17;298.0;6.0;3.0;6.0;SIM;NÃO;NÃO;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;2021-04-24;0;AV. RAIMUNDO PEREIRA MAGALHÃES;1465.0;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 03;5005233.0;00.779.721/0063-44;EM FUNCIONAMENTO;2021-04-24;2015-04-17;127.0;4.0;1.0;4.0;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;2021-04-24;0;AV. RAIMUNDO PEREIRA MAGALHÃES;1465.0;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 04;5005234.0;00.779.721/0063-44;EM FUNCIONAMENTO;2021-04-24;2015-04-17;127.0;4.0;1.0;4.0;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;2021-04-24;0;AV. RAIMUNDO PEREIRA MAGALHÃES;1465.0;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 05;5005235.0;00.779.721/0063-44;EM FUNCIONAMENTO;2021-04-24;2015-04-17;168.0;4.0;1.0;4.0;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;2021-04-24;0;AV. RAIMUNDO PEREIRA MAGALHÃES;1465.0;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 06;5005236.0;00.779.721/0063-44;EM FUNCIONAMENTO;2021-04-24;2015-04-17;184.0;4.0;1.0;4.0;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;2021-04-24;0;AV. RAIMUNDO PEREIRA MAGALHÃES;1465.0;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK TIETÊ PLAZA SALA 07;5005237.0;00.779.721/0063-44;EM FUNCIONAMENTO;2021-04-24;2015-04-17;166.0;4.0;1.0;4.0;SIM;NÃO;SIM;2110 CINEMARK TIETÊ PLAZA;30582;EM FUNCIONAMENTO;2021-04-24;0;AV. RAIMUNDO PEREIRA MAGALHÃES;1465.0;2°PAV. SUC4000 ;JARDIM IRIS;SÃO PAULO;05145-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 01;5004749.0;00.779.721/0066-97;EM FUNCIONAMENTO;2021-08-08;2014-04-30;500.0;6.0;0.0;0.0;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;2021-08-08;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481.0;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 02;5004750.0;00.779.721/0066-97;EM FUNCIONAMENTO;2021-08-08;2014-04-30;161.0;4.0;0.0;0.0;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;2021-08-08;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481.0;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 03;5004751.0;00.779.721/0066-97;EM FUNCIONAMENTO;2021-08-08;2014-04-30;163.0;4.0;0.0;0.0;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;2021-08-08;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481.0;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 04;5004752.0;00.779.721/0066-97;EM FUNCIONAMENTO;2021-08-08;2014-04-30;163.0;4.0;0.0;0.0;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;2021-08-08;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481.0;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 05;5004753.0;00.779.721/0066-97;EM FUNCIONAMENTO;2021-08-08;2014-04-30;163.0;4.0;0.0;0.0;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;2021-08-08;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481.0;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 06;5004754.0;00.779.721/0066-97;EM FUNCIONAMENTO;2021-08-08;2014-04-30;311.0;6.0;0.0;0.0;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;2021-08-08;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481.0;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITAN GARDEN 07;5004755.0;00.779.721/0066-97;EM FUNCIONAMENTO;2021-08-08;2014-04-30;138.0;4.0;0.0;0.0;SIM;NÃO;SIM;2111 CINEMARK METROPOLITAN GARDEN SHOPPING BETIM;27397;EM FUNCIONAMENTO;2021-08-08;WWW.CINEMARK.COM.BR;ROD BR-381 FERNÃO DIAS ;481.0;KM 492.601;SÃO JOÃO;BETIM;32655-505;MG;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 01;5004742.0;00.779.721/0069-30;EM FUNCIONAMENTO;2021-04-24;2014-06-18;127.0;2.0;0.0;0.0;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;2021-04-24;0;AV.4 PAA 10,292/PAL38,863;2002.0;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 02;5004743.0;00.779.721/0069-30;EM FUNCIONAMENTO;2021-04-24;2014-06-18;260.0;4.0;0.0;0.0;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;2021-04-24;0;AV.4 PAA 10,292/PAL38,863;2002.0;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 03;5004744.0;00.779.721/0069-30;EM FUNCIONAMENTO;2021-04-24;2014-06-18;230.0;4.0;0.0;0.0;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;2021-04-24;0;AV.4 PAA 10,292/PAL38,863;2002.0;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 04;5004745.0;00.779.721/0069-30;EM FUNCIONAMENTO;2021-07-01;2014-06-18;230.0;4.0;0.0;0.0;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;2021-04-24;0;AV.4 PAA 10,292/PAL38,863;2002.0;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 05;5004746.0;00.779.721/0069-30;EM FUNCIONAMENTO;2021-04-24;2014-06-18;137.0;2.0;0.0;0.0;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;2021-04-24;0;AV.4 PAA 10,292/PAL38,863;2002.0;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 06;5004747.0;00.779.721/0069-30;EM FUNCIONAMENTO;2021-04-24;2014-06-18;193.0;2.0;0.0;0.0;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;2021-04-24;0;AV.4 PAA 10,292/PAL38,863;2002.0;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA METROPOLITANO BARRA 07;5004748.0;00.779.721/0069-30;EM FUNCIONAMENTO;2021-04-24;2014-06-18;380.0;6.0;0.0;0.0;SIM;NÃO;SIM;2112 CINEMARK METROPOLITANO BARRA;27386;EM FUNCIONAMENTO;2021-04-24;0;AV.4 PAA 10,292/PAL38,863;2002.0;SHOP METROPOLIT;JACAREPAGUÁ;RIO DE JANEIRO;22750-000;RJ;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 01;5004489.0;00.779.721/0068-59;EM FUNCIONAMENTO;2021-07-18;2013-11-05;193.0;4.0;0.0;0.0;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;2021-07-18;0;AV PERIMETRAL NORTE;8303.0;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 02;5004490.0;00.779.721/0068-59;EM FUNCIONAMENTO;2021-07-18;2013-11-05;193.0;4.0;0.0;0.0;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;2021-07-18;0;AV PERIMETRAL NORTE;8303.0;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 03;5004491.0;00.779.721/0068-59;EM FUNCIONAMENTO;2021-07-18;2013-11-05;244.0;4.0;0.0;0.0;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;2021-07-18;0;AV PERIMETRAL NORTE;8303.0;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 04;5004492.0;00.779.721/0068-59;EM FUNCIONAMENTO;2021-07-18;2013-11-05;334.0;6.0;0.0;0.0;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;2021-07-18;0;AV PERIMETRAL NORTE;8303.0;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 05;5004493.0;00.779.721/0068-59;EM FUNCIONAMENTO;2021-07-18;2013-11-05;244.0;4.0;0.0;0.0;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;2021-07-18;0;AV PERIMETRAL NORTE;8303.0;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 06;5004494.0;00.779.721/0068-59;EM FUNCIONAMENTO;2021-07-18;2013-11-05;193.0;4.0;0.0;0.0;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;2021-07-18;0;AV PERIMETRAL NORTE;8303.0;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA PASSEIO 07;5004495.0;00.779.721/0068-59;EM FUNCIONAMENTO;2021-07-18;2013-11-05;193.0;4.0;0.0;0.0;SIM;NÃO;SIM;2113 - CINEMARK PASSEIO DAS AGUAS;26040;EM FUNCIONAMENTO;2021-07-18;0;AV PERIMETRAL NORTE;8303.0;AREA B PASSEIO ;FAZENDA CRIMEIA CAVEIRAS;GOIÂNIA;74445-360;GO;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK LAR CENTER SALA 01;5005238.0;00.779.721/0065-06;EM FUNCIONAMENTO;2021-04-24;2015-04-30;435.0;9.0;5.0;10.0;SIM;NÃO;SIM;2114 CINEMARK LAR CENTER;30596;EM FUNCIONAMENTO;2021-04-24;0;AV. OTTO BAUMGART;500.0;ljs 320,321,322;VILA GUILHERME;SÃO PAULO;02049-900;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK LAR CENTER SALA 02;5005239.0;00.779.721/0065-06;EM FUNCIONAMENTO;2021-04-24;2015-04-30;118.0;4.0;1.0;2.0;SIM;NÃO;SIM;2114 CINEMARK LAR CENTER;30596;EM FUNCIONAMENTO;2021-04-24;0;AV. OTTO BAUMGART;500.0;ljs 320,321,322;VILA GUILHERME;SÃO PAULO;02049-900;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK LAR CENTER SALA 03;5005240.0;00.779.721/0065-06;EM FUNCIONAMENTO;2021-04-24;2015-04-30;118.0;4.0;1.0;2.0;SIM;NÃO;SIM;2114 CINEMARK LAR CENTER;30596;EM FUNCIONAMENTO;2021-04-24;0;AV. OTTO BAUMGART;500.0;ljs 320,321,322;VILA GUILHERME;SÃO PAULO;02049-900;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA CINEMARK ATRIUM 01;5004756.0;00.779.721/0067-78;EM FUNCIONAMENTO;2021-04-24;2014-02-13;409.0;6.0;0.0;0.0;SIM;NÃO;SIM;2115 CINEMARK ATRIUM;27398;EM FUNCIONAMENTO;2021-04-24;WWW.CINEMARK.COM.BR;RUA GIOVANNI BATTISTA PIRELLI;155.0;2º ANDAR ;VILA HOMERO THON;SANTO ANDRÉ;09111-340;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA CINEMARK ATRIUM 02;5004757.0;00.779.721/0067-78;EM FUNCIONAMENTO;2021-04-24;2014-02-13;240.0;4.0;0.0;0.0;SIM;NÃO;SIM;2115 CINEMARK ATRIUM;27398;EM FUNCIONAMENTO;2021-04-24;WWW.CINEMARK.COM.BR;RUA GIOVANNI BATTISTA PIRELLI;155.0;2º ANDAR ;VILA HOMERO THON;SANTO ANDRÉ;09111-340;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA CINEMARK ATRIUM 03;5004758.0;00.779.721/0067-78;EM FUNCIONAMENTO;2021-04-24;2014-02-13;240.0;4.0;0.0;0.0;SIM;NÃO;SIM;2115 CINEMARK ATRIUM;27398;EM FUNCIONAMENTO;2021-04-24;WWW.CINEMARK.COM.BR;RUA GIOVANNI BATTISTA PIRELLI;155.0;2º ANDAR ;VILA HOMERO THON;SANTO ANDRÉ;09111-340;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
SALA CINEMARK ATRIUM 04;5004759.0;00.779.721/0067-78;EM FUNCIONAMENTO;2021-04-24;2014-02-13;226.0;4.0;0.0;0.0;SIM;NÃO;SIM;2115 CINEMARK ATRIUM;27398;EM FUNCIONAMENTO;2021-04-24;WWW.CINEMARK.COM.BR;RUA GIOVANNI BATTISTA PIRELLI;155.0;2º ANDAR ;VILA HOMERO THON;SANTO ANDRÉ;09111-340;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
